Superman/Batman: Public Enemies;;4.8|Super Hero
Superman/Batman: Apocalypse;;4.8|Super Hero
The Expendables 3;The Expendables;4.8|Action Hero;Jason Statham
Jurassic World: Domination;Jurassic Park;4.8|Large Scale
Black Panther: Wakanda Forever;Marvel;4.8|Super Hero
Batman: The Doom That Came to Gotham;;4.8|Mature;Super Hero;Thriller
Scream IV;Scream;4.8|Female Lead;Mature;Mystery;Thriller
Scream V;Scream;4.8|Female Lead;Mature;Mystery;Thriller
Murder on the Orient Express;;4.8|Mystery
Ghostbusters: Afterlife;Ghostbusters;4.8|Female Lead
The Beekeeper;;4.8|Action Hero;Jason Statham;Mature
The Green Hornet;;4.8|Mature;Super Hero
Batman Subzero;;4.7|Super Hero
The Karate Kid II;The Karate Kid;4.7
The Next Karate Kid;The Karate Kid;4.7
Mission: Impossible;Mission Impossible;4.7|Action Hero;Spy
X-Men Apocalypse;;4.7|Super Hero
Point Break (new);;4.7|Action Hero
Jurassic World: Dominion;Jurassic Park;4.7|Large Scale
Ocean's Thirteen;Ocean's;4.7|Heist
Scream II;Scream;4.7|Female Lead;Mature;Mystery;Thriller
Snatch;;4.7|Mature;Jason Statham
12 Rounds 3 Lockdown;12 Rounds;4.7|Action Hero
Ocean's 8;Ocean's;4.7|Female Lead;Heist
Mission:Impossible-3;Mission Impossible;4.6|Action Hero;Spy
Shang-Chi;Marvel;4.6|Super Hero
Batman Year 1;;4.6|Mature;Super Hero
Ocean's Twelve;Ocean's;4.6|Heist
Black Adam;;4.6|Super Hero
Scream III;Scream;4.6|Female Lead;Mature;Mystery;Thriller
Ghostbusters: Answer the Call;Ghostbusters;4.6|Female Lead
War;;4.6|Action Hero;Jason Statham;Mature
The Lego Batman Movie;;4.5|Super Hero;Kids
The Karate Kid III;The Karate Kid;4.5
The Muppet Movie;Muppets;4.5
The Muppets Christmas Carol;Muppets;4.5
Batman: Gotham By Gaslight;;4.5|Mystery;Super Hero;Thriller
Sing 2;Sing;4.5|Musical;Kids
The Batman;;4.5|Mature;Super Hero
Blues Brothers 2000;Blues Brothers;4.5|Musical
Sonic 2;Sonic;4.5|Super Hero;Kids
Pirates of the Caribbean: Dead Men Tell No Tales;Pirates of the Caribbean;4.5|Action Hero
Justice League Warworld;;4.5|Super Hero
The Equalizer;The Equalizer;4.5|Mature;Action Hero
Aquaman and the Lost Kingdom;DCLA;4.5|Super Hero
The Great Muppet Caper;Muppets;4.4|Kids
Les Miserables;;4.4|Musical
Red 2;Red;4.4|Action Hero;Spy
Resident Evil 3: Extinction;Resident Evil;4.4|Female Lead;Mature;Super Hero;Thriller
xXx;xXx;4.4|Action Hero;Spy
A Good Day to Die Hard;Die Hard;4.4|Mature;Action Hero;Heist
Ghostbusters II;Ghostbusters;4.4
Yugioh: Dark Side of Dimension Dueling;;4.4|Kids
The Muppets Take Manhattan;Muppets;4.3|Kids
Godzilla vs King Kong;Godzilla;4.3|Large Scale
Kong Skull Island;Godzilla;4.3|Large Scale
Mulan (live action);;4.3|Female Lead;Super Hero
The Mechanic: Ressurection;The Mechanic;4.3|Mature;Action Hero;Jason Statham
Tremors: Back to Perfection;Tremors;4.3|Thriller
Tremors: The Legend Begins;Tremors;4.3|Thriller
Die Hard With a Vengeance;Die Hard;4.3|Mature
Ghostbusters;Ghostbusters;4.3
Trolls World Tour;Trolls;4.3|Kids;Musical
Jonah Hex;;4.2|Super Hero
Red;Red;4.2|Action Hero;Spy
John Wick I;John Wick;4.2|Mature;Super Hero
The Expendables 4;The Expendables;4.2|Action Hero;Jason Statham;Mature
Godzilla King of the Monsters;Godzilla;4.1|Large Scale
Hulk;Marvel;4.1|Super Hero
Resident Evil 4: Afterlife;Resident Evil;4.1|Female Lead;Mature;Super Hero;Thriller
Top Gun;;4.1
Pacific Rim;Pacific Rim;4.1|Large Scale
Tremors;Tremors;4.1|Thriller
Trolls Band Together;Trolls;4.1|Kids;Musical
Terminator 5: Genisys;Terminator;4.1|Action Hero;Mature
The Mechanic;The Mechanic;4.0|Mature;Action Hero;Jason Statham
Minions;Despicable Me;4.0|Kids
Pacific Rim Uprising;Pacific Rim;4.0|Large Scale
The Equalizer 3;The Equalizer;4.0|Action Hero;Mature
War For the Planet of the Apes;Planet of the Apes;4.0
Tremors: Aftershocks;Tremors;3.9|Thriller
X-men;X-men;3.9|Super Hero
Johnny English;Johnny English;3.9|Mature;Spy;Mystery
Assassin's Creed;;3.9|Action Hero
Nightmare On Elm Street 2: Freddy's Revenge;Nightmare On Elm Street;3.9|Mature;Thriller
Nightmare On Elm Street 3: Dream Warriors;Nightmare On Elm Street;3.9|Mature;Thriller
Shooter;;3.9|Mature
The Bank Job;;3.9|Action Hero;Heist;Jason Statham;Mature
Terminator 3: Rise of the Machines;Terminator;3.9|Action Hero;Mature
Terminator 6: Dark Fate;Terminator;3.9|Action Hero;Female Lead;Mature
The Punisher;;3.9|Mature;Super Hero
Batman: The Killing Joke;;3.8|Mature;Super Hero
Batman vs TMNT;;3.8|Super Hero
Minions 2: The Rise of Gru;Despicable Me;3.8|Kids
Scooby-Doo 2: Monsters Unleashed;Scooby-Doo;3.8|Mystery
The Equalizer 2;The Equalizer;3.8|Mature;Action Hero
Nightmare On Elm Street;Nightmare On Elm Street;3.8|Mature;Thriller
Wild Card;;3.8|Action Hero;Jason Statham;Mature
Terminator 2: Judgement Day;Terminator;3.8|Action Hero
The Fast and the Furious;Fast and Furious;3.7|Action Hero
John Wick III;John Wick;3.7|Mature;Super Hero
My Hero Academia: Heroes Rising;My Hero Academia;3.6|Super Hero
xXx: the return of Xander Cage;xXx;3.6|Action Hero;Spy
Tremors: Bloodlines;Tremors;3.6|Thriller
I Know What You Did Last Summer;Last Summer;3.6|Female Lead;Mature;Mystery;Thriller
Nightmare On Elm Street 4: The Dream Master;Nightmare On Elm Street;3.6|Mature;Thriller
Escape Plan: The Extractors;Escape Plan;3.5|Heist
Resident Evil 6: The Final Chapter;Resident Evil;3.5|Female Lead;Mature;Super Hero;Thriller
Resident Evil: Welcome to Raccoon City;Resident Evil;3.5|Mature;Thriller
Tremors: A Cold Day In Hell;Tremors;3.5|Thriller
Tremors: Shrieker Island;Tremors;3.5|Thriller
Trolls;Trolls;3.5|Kids;Musical
Newsies;;3.4|Musical
John Wick II;John Wick;3.4|Mature;Super Hero
xXx: State of the Union;xXx;3.4|Action Hero;Spy
My Hero Academia: World Heroes Mission;My Hero Academia;3.4|Super Hero
Batman and Harley Quinn;;3.3|Mature;Super Hero
Constantine: The House of Mystery;;3.3|Mature;Super Hero
Despicable Me 1;Despicable Me;3.3|Kids
Fall;;3.3|Female Lead;Mature;Thriller
I Still Know What You Did Last Summer;Last Summer;3.3|Female Lead;Mature;Mystery;Thriller
Muppets Treasure Island;Muppets;3.2|Kids
Thor: Love and Thunder;Marvel;3.2|Super Hero
Transporter 3;;3.2|Action Hero;Jason Statham;Mature
The Lego Ninjago Movie;;3.1|Super Hero;Kids
Batman Gotham Knight;;3.1|Mature;Super Hero
Resident Evil 5: Retribution;Resident Evil;3.1|Female Lead;Mature;Super Hero;Thriller
Speed;Speed;3.1|Action Hero
Hypnotic;;3.1|Heist;Super Hero
Terminator 4: Salvation;Terminator;3.1|Action Hero
A Beautiful Mind;;3.1
Superman I;Superman;3.0|Super Hero
Superman II;Superman;3.0|Super Hero
Superman III;Superman;3.0|Super Hero
Superman IV;Superman;3.0|Super Hero
Batman Returns;Batman;3.0|Mature;Super Hero
Batman;Batman;3.0|Super Hero
Batman Forever;Batman;3.0|Super Hero
Batman & Robin;Batman;3.0|Super Hero
The Living Daylights;Bond;3.0|Spy
License to Kill;Bond;3.0|Spy
Goldeneye;Bond;3.0|Spy
Tomorrow Never Dies;Bond;3.0|Spy
The World is Not Enough;Bond;3.0|Spy
Die Another Day;Bond;3.0|Spy
Casino Royale;Bond;3.0|Spy
Quantum of Solace;Bond;3.0|Spy
Skyfall;Bond;3.0|Spy
Spectre;Bond;3.0|Spy
No Time To Die;Bond;3.0|Spy
Despicable Me 3;Despicable Me;3.0|Kids
The Bee Movie;;3.0|Kids
I'll Always Know What You Did Last Summer;Last Summer;3.0|Female Lead;Mature
Poker Face;;3.0|Mature
The Fighter;;3.0
Terminator;Terminator;3.0|Action Hero;Female Lead;Mature
Despicable Me 2;Despicable Me;2.9|Kids
Dude, Where's My Car?;;2.9|Mature;Mystery
Morbius;;2.8|Super Hero
Catwoman: Hunted;;2.7|Female Lead;Mature;Super Hero
Point Break (old);;2.6|Mature;Action Hero
Resident Evil Death Island;Resident Evil;2.6|Action Hero;Thriller
Scoob!;Scooby-Doo;2.3|Super Hero;Mystery;Kids
Tomb Raider;Tomb Raider;2.3|Female Lead;Action Hero
Happy Halloween Scooby-Doo;Scooby-Doo;2.2|Mystery;Kids
Dr. No;Bond;2.0|Spy
From Russia With Love;Bond;2.0|Spy
Goldfinger;Bond;2.0|Spy
Thunderball;Bond;2.0|Spy
You only Live Twice;Bond;2.0|Spy
On Her Majesty's Secret Service;Bond;2.0|Spy
Diamonds Are Forever;Bond;2.0|Spy
Live and Let Die;Bond;2.0|Spy
The Man With the Golden Gun;Bond;2.0|Spy
The Spy Who Loved Me;Bond;2.0|Spy
Moonraker;Bond;2.0|Spy
For Your Eyes Only;Bond;2.0|Spy
Octopussy;Bond;2.0|Spy
A View to a Kill;Bond;2.0|Spy
Scooby-Doo and the Gourmet Ghost;Scooby-Doo;1.8|Mystery;Kids
Howard the Duck;;1.5|Mature;Super Hero
Scooby-Doo & Batman: The Brave and the Bold;Scooby-Doo;1.3|Super Hero;Mystery;Kids
The Sword and the Scoob;Scooby-Doo;0.6|Action Hero;Mystery;Kids
Scooby-Doo and the Curse of the 13th Ghost;Scooby-Doo;0.5|Action Hero;Kids
Scooby-Doo Return to Zombie Island;Scooby-Doo;0.5|Mystery;Kids
Pain & Gain;;0.2|Mature
Justice League x RWBY;;0.0
Silent Night;;0.0|Action Hero;Mature
Straight Out of Nowhere, Scooby-Doo Meets Courage the Cowardly Dog;Scooby-Doo;-1.0|Action Hero;Mystery;Kids
Batman Return of the Caped Crusaders;;-1.0|Super Hero;Mystery;Kids
The Gambler;;-1.0|Mature
Crank;Crank;-1.0|Action Hero;Jason Statham;Mature
Crank 2: High Voltage;Crank;-2.0|Action Hero;Jason Statham;Mature
